,country,date,daily_vaccinations_per_million
27280,France,2021-10-26,2033.0
27281,France,2021-10-27,2036.0
27282,France,2021-10-28,2019.0
27283,France,2021-10-29,2007.0
27284,France,2021-10-30,1987.0
27285,France,2021-10-31,1984.0
27286,France,2021-11-01,1710.0
27287,France,2021-11-02,1737.0
27288,France,2021-11-03,1760.0
27289,France,2021-11-04,1806.0
27290,France,2021-11-05,1862.0
27291,France,2021-11-06,1898.0
27292,France,2021-11-07,1903.0
27293,France,2021-11-08,2262.0
27294,France,2021-11-09,2411.0
27295,France,2021-11-10,2574.0
27296,France,2021-11-11,2266.0
27297,France,2021-11-12,2353.0
27298,France,2021-11-13,2381.0
27299,France,2021-11-14,2384.0
27300,France,2021-11-15,2458.0
27301,France,2021-11-16,2541.0
27302,France,2021-11-17,2557.0
27303,France,2021-11-18,3056.0
27304,France,2021-11-19,3206.0
27305,France,2021-11-20,3270.0
27306,France,2021-11-21,3278.0
27307,France,2021-11-22,3313.0
27308,France,2021-11-23,3383.0
27309,France,2021-11-24,3446.0
27310,France,2021-11-25,3598.0
27311,France,2021-11-26,3915.0
27312,France,2021-11-27,4177.0
27313,France,2021-11-28,4291.0
27314,France,2021-11-29,4671.0
27315,France,2021-11-30,5208.0
27316,France,2021-12-01,5762.0
27317,France,2021-12-02,6378.0
27318,France,2021-12-03,6860.0
27319,France,2021-12-04,7130.0
27320,France,2021-12-05,7226.0
27321,France,2021-12-06,7588.0
27322,France,2021-12-07,8027.0
27323,France,2021-12-08,8321.0
27324,France,2021-12-09,8663.0
27325,France,2021-12-10,9004.0
27326,France,2021-12-11,9251.0
27327,France,2021-12-12,9368.0
27328,France,2021-12-13,9611.0
27329,France,2021-12-14,9932.0
27330,France,2021-12-15,10203.0
27331,France,2021-12-16,10471.0
27332,France,2021-12-17,10671.0
27333,France,2021-12-18,10765.0
27334,France,2021-12-19,10840.0
27335,France,2021-12-20,10882.0
27336,France,2021-12-21,10714.0
27337,France,2021-12-22,10448.0
27338,France,2021-12-23,9691.0
27339,France,2021-12-24,7948.0
27340,France,2021-12-25,6750.0
27341,France,2021-12-26,6457.0
27342,France,2021-12-27,6126.0
27343,France,2021-12-28,5836.0
27344,France,2021-12-29,5646.0
27345,France,2021-12-30,5594.0
27346,France,2021-12-31,5605.0
27347,France,2022-01-01,5607.0
27348,France,2022-01-02,5624.0
27349,France,2022-01-03,5725.0
27350,France,2022-01-04,5923.0
27351,France,2022-01-05,6117.0
27352,France,2022-01-06,6675.0
27353,France,2022-01-07,8219.0
27354,France,2022-01-08,9328.0
27355,France,2022-01-09,9516.0
27356,France,2022-01-10,9465.0
27357,France,2022-01-11,9245.0
27358,France,2022-01-12,8969.0
27359,France,2022-01-13,8594.0
27360,France,2022-01-14,8232.0
27361,France,2022-01-15,8007.0
27362,France,2022-01-16,7897.0
27363,France,2022-01-17,7505.0
27364,France,2022-01-18,7013.0
27365,France,2022-01-19,6555.0
27366,France,2022-01-20,6059.0
27367,France,2022-01-21,5528.0
27368,France,2022-01-22,5213.0
27369,France,2022-01-23,5110.0
27370,France,2022-01-24,4848.0
27371,France,2022-01-25,4549.0
27372,France,2022-01-26,4353.0
27373,France,2022-01-27,4114.0
27374,France,2022-01-28,3951.0
27375,France,2022-01-29,3869.0
27376,France,2022-01-30,3846.0
27377,France,2022-01-31,3682.0
27378,France,2022-02-01,3509.0
27379,France,2022-02-02,3424.0
27380,France,2022-02-03,3304.0
27381,France,2022-02-04,3163.0
27382,France,2022-02-05,3086.0
27383,France,2022-02-06,3059.0
27384,France,2022-02-07,3078.0
27385,France,2022-02-08,3045.0
27386,France,2022-02-09,3028.0
27387,France,2022-02-10,2995.0
27388,France,2022-02-11,2922.0
27389,France,2022-02-12,2858.0
27390,France,2022-02-13,2846.0
27391,France,2022-02-14,2799.0
27392,France,2022-02-15,2737.0
27393,France,2022-02-16,2622.0
27394,France,2022-02-17,2452.0
27395,France,2022-02-18,2188.0
27396,France,2022-02-19,2017.0
27397,France,2022-02-20,1978.0
27398,France,2022-02-21,1755.0
27399,France,2022-02-22,1532.0
27400,France,2022-02-23,1361.0
27401,France,2022-02-24,1262.0
27402,France,2022-02-25,1148.0
27403,France,2022-02-26,1086.0
27404,France,2022-02-27,1074.0
27405,France,2022-02-28,1015.0
27406,France,2022-03-01,963.0
27407,France,2022-03-02,905.0
27408,France,2022-03-03,845.0
27409,France,2022-03-04,741.0
27410,France,2022-03-05,675.0
27411,France,2022-03-06,661.0
27412,France,2022-03-07,598.0
27413,France,2022-03-08,530.0
27414,France,2022-03-09,460.0
27415,France,2022-03-10,422.0
27416,France,2022-03-11,376.0
27417,France,2022-03-12,354.0
27418,France,2022-03-13,351.0
27419,France,2022-03-14,347.0
27420,France,2022-03-15,351.0
27421,France,2022-03-16,364.0
27422,France,2022-03-17,375.0
27423,France,2022-03-18,398.0
27424,France,2022-03-19,405.0
27425,France,2022-03-20,405.0
27426,France,2022-03-21,418.0
27427,France,2022-03-22,438.0
27428,France,2022-03-23,449.0
27429,France,2022-03-24,458.0
27430,France,2022-03-25,470.0
27431,France,2022-03-26,473.0
27432,France,2022-03-27,473.0
27433,France,2022-03-28,474.0
28974,Germany,2020-12-27,0.0
28975,Germany,2020-12-28,216.0
28976,Germany,2020-12-29,410.0
28977,Germany,2020-12-30,528.0
28978,Germany,2020-12-31,545.0
28979,Germany,2021-01-01,498.0
28980,Germany,2021-01-02,510.0
28981,Germany,2021-01-03,476.0
28982,Germany,2021-01-04,524.0
28983,Germany,2021-01-05,527.0
28984,Germany,2021-01-06,525.0
28985,Germany,2021-01-07,534.0
28986,Germany,2021-01-08,597.0
28987,Germany,2021-01-09,619.0
28988,Germany,2021-01-10,642.0
28989,Germany,2021-01-11,680.0
28990,Germany,2021-01-12,725.0
28991,Germany,2021-01-13,808.0
28992,Germany,2021-01-14,858.0
28993,Germany,2021-01-15,907.0
28994,Germany,2021-01-16,903.0
28995,Germany,2021-01-17,923.0
28996,Germany,2021-01-18,948.0
28997,Germany,2021-01-19,1017.0
28998,Germany,2021-01-20,1052.0
28999,Germany,2021-01-21,1089.0
29000,Germany,2021-01-22,1106.0
29001,Germany,2021-01-23,1156.0
29002,Germany,2021-01-24,1156.0
29003,Germany,2021-01-25,1169.0
29004,Germany,2021-01-26,1133.0
29005,Germany,2021-01-27,1093.0
29006,Germany,2021-01-28,1071.0
29007,Germany,2021-01-29,1080.0
29008,Germany,2021-01-30,1082.0
29009,Germany,2021-01-31,1098.0
29010,Germany,2021-02-01,1148.0
29011,Germany,2021-02-02,1206.0
29012,Germany,2021-02-03,1298.0
29013,Germany,2021-02-04,1369.0
29014,Germany,2021-02-05,1437.0
29015,Germany,2021-02-06,1448.0
29016,Germany,2021-02-07,1441.0
29017,Germany,2021-02-08,1423.0
29018,Germany,2021-02-09,1426.0
29019,Germany,2021-02-10,1413.0
29020,Germany,2021-02-11,1430.0
29021,Germany,2021-02-12,1445.0
29022,Germany,2021-02-13,1468.0
29023,Germany,2021-02-14,1489.0
29024,Germany,2021-02-15,1516.0
29025,Germany,2021-02-16,1517.0
29026,Germany,2021-02-17,1511.0
29027,Germany,2021-02-18,1511.0
29028,Germany,2021-02-19,1516.0
29029,Germany,2021-02-20,1524.0
29030,Germany,2021-02-21,1559.0
29031,Germany,2021-02-22,1612.0
29032,Germany,2021-02-23,1672.0
29033,Germany,2021-02-24,1715.0
29034,Germany,2021-02-25,1792.0
29035,Germany,2021-02-26,1886.0
29036,Germany,2021-02-27,1947.0
29037,Germany,2021-02-28,1977.0
29038,Germany,2021-03-01,2050.0
29039,Germany,2021-03-02,2134.0
29040,Germany,2021-03-03,2256.0
29041,Germany,2021-03-04,2350.0
29042,Germany,2021-03-05,2455.0
29043,Germany,2021-03-06,2548.0
29044,Germany,2021-03-07,2624.0
29045,Germany,2021-03-08,2690.0
29046,Germany,2021-03-09,2746.0
29047,Germany,2021-03-10,2816.0
29048,Germany,2021-03-11,2883.0
29049,Germany,2021-03-12,2972.0
29050,Germany,2021-03-13,3037.0
29051,Germany,2021-03-14,3076.0
29052,Germany,2021-03-15,3094.0
29053,Germany,2021-03-16,2969.0
29054,Germany,2021-03-17,2826.0
29055,Germany,2021-03-18,2670.0
29056,Germany,2021-03-19,2531.0
29057,Germany,2021-03-20,2496.0
29058,Germany,2021-03-21,2487.0
29059,Germany,2021-03-22,2522.0
29060,Germany,2021-03-23,2731.0
29061,Germany,2021-03-24,2960.0
29062,Germany,2021-03-25,3199.0
29063,Germany,2021-03-26,3419.0
29064,Germany,2021-03-27,3524.0
29065,Germany,2021-03-28,3578.0
29066,Germany,2021-03-29,3640.0
29067,Germany,2021-03-30,3688.0
29068,Germany,2021-03-31,3683.0
29069,Germany,2021-04-01,3674.0
29070,Germany,2021-04-02,3420.0
29071,Germany,2021-04-03,3335.0
29072,Germany,2021-04-04,3329.0
29073,Germany,2021-04-05,3230.0
29074,Germany,2021-04-06,3306.0
29075,Germany,2021-04-07,3871.0
29076,Germany,2021-04-08,4505.0
29077,Germany,2021-04-09,5200.0
29078,Germany,2021-04-10,5439.0
29079,Germany,2021-04-11,5560.0
29080,Germany,2021-04-12,5851.0
29081,Germany,2021-04-13,6198.0
29082,Germany,2021-04-14,6382.0
29083,Germany,2021-04-15,6351.0
29084,Germany,2021-04-16,6291.0
29085,Germany,2021-04-17,6280.0
29086,Germany,2021-04-18,6290.0
29087,Germany,2021-04-19,6263.0
29088,Germany,2021-04-20,6237.0
29089,Germany,2021-04-21,6145.0
29090,Germany,2021-04-22,6074.0
29091,Germany,2021-04-23,6004.0
29092,Germany,2021-04-24,6004.0
29093,Germany,2021-04-25,6027.0
29094,Germany,2021-04-26,6079.0
29095,Germany,2021-04-27,6462.0
29096,Germany,2021-04-28,7148.0
29097,Germany,2021-04-29,7673.0
29098,Germany,2021-04-30,8097.0
29099,Germany,2021-05-01,8046.0
29100,Germany,2021-05-02,8015.0
29101,Germany,2021-05-03,8048.0
29102,Germany,2021-05-04,8146.0
29103,Germany,2021-05-05,8187.0
29104,Germany,2021-05-06,8264.0
29105,Germany,2021-05-07,8413.0
29106,Germany,2021-05-08,8566.0
29107,Germany,2021-05-09,8602.0
29108,Germany,2021-05-10,8838.0
29109,Germany,2021-05-11,9254.0
29110,Germany,2021-05-12,9715.0
29111,Germany,2021-05-13,8754.0
29112,Germany,2021-05-14,8523.0
29113,Germany,2021-05-15,8479.0
29114,Germany,2021-05-16,8472.0
29115,Germany,2021-05-17,8413.0
29116,Germany,2021-05-18,8047.0
29117,Germany,2021-05-19,7502.0
29118,Germany,2021-05-20,8390.0
29119,Germany,2021-05-21,8552.0
29120,Germany,2021-05-22,8678.0
29121,Germany,2021-05-23,8683.0
29122,Germany,2021-05-24,8290.0
29123,Germany,2021-05-25,7919.0
29124,Germany,2021-05-26,8058.0
29125,Germany,2021-05-27,8216.0
29126,Germany,2021-05-28,8306.0
29127,Germany,2021-05-29,8198.0
29128,Germany,2021-05-30,8196.0
29129,Germany,2021-05-31,8575.0
29130,Germany,2021-06-01,9144.0
29131,Germany,2021-06-02,9263.0
29132,Germany,2021-06-03,8584.0
29133,Germany,2021-06-04,8424.0
29134,Germany,2021-06-05,8428.0
29135,Germany,2021-06-06,8443.0
29136,Germany,2021-06-07,8557.0
29137,Germany,2021-06-08,8675.0
29138,Germany,2021-06-09,8981.0
29139,Germany,2021-06-10,9924.0
29140,Germany,2021-06-11,10359.0
29141,Germany,2021-06-12,10400.0
29142,Germany,2021-06-13,10384.0
29143,Germany,2021-06-14,10455.0
29144,Germany,2021-06-15,10442.0
29145,Germany,2021-06-16,10370.0
29146,Germany,2021-06-17,10295.0
29147,Germany,2021-06-18,10172.0
29148,Germany,2021-06-19,10158.0
29149,Germany,2021-06-20,10178.0
29150,Germany,2021-06-21,10138.0
29151,Germany,2021-06-22,10187.0
29152,Germany,2021-06-23,10103.0
29153,Germany,2021-06-24,9912.0
29154,Germany,2021-06-25,9790.0
29155,Germany,2021-06-26,9760.0
29156,Germany,2021-06-27,9755.0
29157,Germany,2021-06-28,9752.0
29158,Germany,2021-06-29,9505.0
29159,Germany,2021-06-30,8973.0
29160,Germany,2021-07-01,8879.0
29161,Germany,2021-07-02,8750.0
29162,Germany,2021-07-03,8694.0
29163,Germany,2021-07-04,8662.0
29164,Germany,2021-07-05,8503.0
29165,Germany,2021-07-06,8236.0
29166,Germany,2021-07-07,8188.0
29167,Germany,2021-07-08,7959.0
29168,Germany,2021-07-09,7807.0
29169,Germany,2021-07-10,7749.0
29170,Germany,2021-07-11,7673.0
29171,Germany,2021-07-12,7556.0
29172,Germany,2021-07-13,7528.0
29173,Germany,2021-07-14,7494.0
29174,Germany,2021-07-15,7358.0
29175,Germany,2021-07-16,7194.0
29176,Germany,2021-07-17,7073.0
29177,Germany,2021-07-18,7025.0
29178,Germany,2021-07-19,6879.0
29179,Germany,2021-07-20,6617.0
29180,Germany,2021-07-21,6240.0
29181,Germany,2021-07-22,5991.0
29182,Germany,2021-07-23,5840.0
29183,Germany,2021-07-24,5737.0
29184,Germany,2021-07-25,5607.0
29185,Germany,2021-07-26,5534.0
29186,Germany,2021-07-27,5442.0
29187,Germany,2021-07-28,5333.0
29188,Germany,2021-07-29,5258.0
29189,Germany,2021-07-30,5131.0
29190,Germany,2021-07-31,5103.0
29191,Germany,2021-08-01,5091.0
29192,Germany,2021-08-02,5014.0
29193,Germany,2021-08-03,4857.0
29194,Germany,2021-08-04,4656.0
29195,Germany,2021-08-05,4553.0
29196,Germany,2021-08-06,4456.0
29197,Germany,2021-08-07,4439.0
29198,Germany,2021-08-08,4437.0
29199,Germany,2021-08-09,4439.0
29200,Germany,2021-08-10,4383.0
29201,Germany,2021-08-11,4331.0
29202,Germany,2021-08-12,4253.0
29203,Germany,2021-08-13,4223.0
29204,Germany,2021-08-14,4240.0
29205,Germany,2021-08-15,4243.0
29206,Germany,2021-08-16,4192.0
29207,Germany,2021-08-17,4075.0
29208,Germany,2021-08-18,3868.0
29209,Germany,2021-08-19,3629.0
29210,Germany,2021-08-20,3489.0
29211,Germany,2021-08-21,3421.0
29212,Germany,2021-08-22,3381.0
29213,Germany,2021-08-23,3324.0
29214,Germany,2021-08-24,3214.0
29215,Germany,2021-08-25,3075.0
29216,Germany,2021-08-26,3016.0
29217,Germany,2021-08-27,2863.0
29218,Germany,2021-08-28,2831.0
29219,Germany,2021-08-29,2816.0
29220,Germany,2021-08-30,2746.0
29221,Germany,2021-08-31,2653.0
29222,Germany,2021-09-01,2573.0
29223,Germany,2021-09-02,2500.0
29224,Germany,2021-09-03,2490.0
29225,Germany,2021-09-04,2440.0
29226,Germany,2021-09-05,2405.0
29227,Germany,2021-09-06,2342.0
29228,Germany,2021-09-07,2307.0
29229,Germany,2021-09-08,2247.0
29230,Germany,2021-09-09,2244.0
29231,Germany,2021-09-10,2211.0
29232,Germany,2021-09-11,2215.0
29233,Germany,2021-09-12,2215.0
29234,Germany,2021-09-13,2235.0
29235,Germany,2021-09-14,2259.0
29236,Germany,2021-09-15,2299.0
29237,Germany,2021-09-16,2333.0
29238,Germany,2021-09-17,2370.0
29239,Germany,2021-09-18,2374.0
29240,Germany,2021-09-19,2382.0
29241,Germany,2021-09-20,2367.0
29242,Germany,2021-09-21,2362.0
29243,Germany,2021-09-22,2347.0
29244,Germany,2021-09-23,2334.0
29245,Germany,2021-09-24,2319.0
29246,Germany,2021-09-25,2298.0
29247,Germany,2021-09-26,2276.0
29248,Germany,2021-09-27,2265.0
29249,Germany,2021-09-28,2247.0
29250,Germany,2021-09-29,2207.0
29251,Germany,2021-09-30,2166.0
29252,Germany,2021-10-01,1972.0
29253,Germany,2021-10-02,1856.0
29254,Germany,2021-10-03,1783.0
29255,Germany,2021-10-04,1687.0
29256,Germany,2021-10-05,1617.0
29257,Germany,2021-10-06,1536.0
29258,Germany,2021-10-07,1480.0
29259,Germany,2021-10-08,1574.0
29260,Germany,2021-10-09,1590.0
29261,Germany,2021-10-10,1595.0
29262,Germany,2021-10-11,1596.0
29263,Germany,2021-10-12,1591.0
29264,Germany,2021-10-13,1594.0
29265,Germany,2021-10-14,1588.0
29266,Germany,2021-10-15,1569.0
29267,Germany,2021-10-16,1570.0
29268,Germany,2021-10-17,1569.0
29269,Germany,2021-10-18,1563.0
29270,Germany,2021-10-19,1560.0
29271,Germany,2021-10-20,1557.0
29272,Germany,2021-10-21,1554.0
29273,Germany,2021-10-22,1535.0
29274,Germany,2021-10-23,1540.0
29275,Germany,2021-10-24,1536.0
29276,Germany,2021-10-25,1563.0
29277,Germany,2021-10-26,1617.0
29278,Germany,2021-10-27,1682.0
29279,Germany,2021-10-28,1753.0
29280,Germany,2021-10-29,1832.0
29281,Germany,2021-10-30,1847.0
29282,Germany,2021-10-31,1850.0
29283,Germany,2021-11-01,1776.0
29284,Germany,2021-11-02,1785.0
29285,Germany,2021-11-03,1868.0
29286,Germany,2021-11-04,1956.0
29287,Germany,2021-11-05,2042.0
29288,Germany,2021-11-06,2074.0
29289,Germany,2021-11-07,2102.0
29290,Germany,2021-11-08,2287.0
29291,Germany,2021-11-09,2501.0
29292,Germany,2021-11-10,2685.0
29293,Germany,2021-11-11,2876.0
29294,Germany,2021-11-12,3002.0
29295,Germany,2021-11-13,3058.0
29296,Germany,2021-11-14,3086.0
29297,Germany,2021-11-15,3209.0
29298,Germany,2021-11-16,3438.0
29299,Germany,2021-11-17,3702.0
29300,Germany,2021-11-18,3995.0
29301,Germany,2021-11-19,4358.0
29302,Germany,2021-11-20,4555.0
29303,Germany,2021-11-21,4634.0
29304,Germany,2021-11-22,4929.0
29305,Germany,2021-11-23,5344.0
29306,Germany,2021-11-24,5932.0
29307,Germany,2021-11-25,6448.0
29308,Germany,2021-11-26,6959.0
29309,Germany,2021-11-27,7565.0
29310,Germany,2021-11-28,7754.0
29311,Germany,2021-11-29,8120.0
29312,Germany,2021-11-30,8475.0
29313,Germany,2021-12-01,8868.0
29314,Germany,2021-12-02,9245.0
29315,Germany,2021-12-03,9638.0
29316,Germany,2021-12-04,10078.0
29317,Germany,2021-12-05,10207.0
29318,Germany,2021-12-06,10415.0
29319,Germany,2021-12-07,10707.0
29320,Germany,2021-12-08,10988.0
29321,Germany,2021-12-09,11242.0
29322,Germany,2021-12-10,11514.0
29323,Germany,2021-12-11,11790.0
29324,Germany,2021-12-12,11857.0
29325,Germany,2021-12-13,11958.0
29326,Germany,2021-12-14,12048.0
29327,Germany,2021-12-15,12652.0
29328,Germany,2021-12-16,12909.0
29329,Germany,2021-12-17,13027.0
29330,Germany,2021-12-18,12977.0
29331,Germany,2021-12-19,13082.0
29332,Germany,2021-12-20,13377.0
29333,Germany,2021-12-21,13493.0
29334,Germany,2021-12-22,12727.0
29335,Germany,2021-12-23,11708.0
29336,Germany,2021-12-24,9620.0
29337,Germany,2021-12-25,8035.0
29338,Germany,2021-12-26,7501.0
29339,Germany,2021-12-27,6832.0
29340,Germany,2021-12-28,5976.0
29341,Germany,2021-12-29,5150.0
29342,Germany,2021-12-30,4723.0
29343,Germany,2021-12-31,4801.0
29344,Germany,2022-01-01,4788.0
29345,Germany,2022-01-02,4931.0
29346,Germany,2022-01-03,4733.0
29347,Germany,2022-01-04,4703.0
29348,Germany,2022-01-05,4873.0
29349,Germany,2022-01-06,5080.0
29350,Germany,2022-01-07,6169.0
29351,Germany,2022-01-08,7000.0
29352,Germany,2022-01-09,7052.0
29353,Germany,2022-01-10,7184.0
29354,Germany,2022-01-11,7346.0
29355,Germany,2022-01-12,7453.0
29356,Germany,2022-01-13,7715.0
29357,Germany,2022-01-14,7737.0
29358,Germany,2022-01-15,7649.0
29359,Germany,2022-01-16,7597.0
29360,Germany,2022-01-17,7463.0
29361,Germany,2022-01-18,7218.0
29362,Germany,2022-01-19,6877.0
29363,Germany,2022-01-20,6646.0
29364,Germany,2022-01-21,6337.0
29365,Germany,2022-01-22,6048.0
29366,Germany,2022-01-23,5969.0
29367,Germany,2022-01-24,5758.0
29368,Germany,2022-01-25,5500.0
29369,Germany,2022-01-26,5200.0
29370,Germany,2022-01-27,4874.0
29371,Germany,2022-01-28,4602.0
29372,Germany,2022-01-29,4458.0
29373,Germany,2022-01-30,4403.0
29374,Germany,2022-01-31,4192.0
29375,Germany,2022-02-01,3839.0
29376,Germany,2022-02-02,3597.0
29377,Germany,2022-02-03,3312.0
29378,Germany,2022-02-04,3097.0
29379,Germany,2022-02-05,2986.0
29380,Germany,2022-02-06,2946.0
29381,Germany,2022-02-07,2832.0
29382,Germany,2022-02-08,2801.0
29383,Germany,2022-02-09,2662.0
29384,Germany,2022-02-10,2509.0
29385,Germany,2022-02-11,2368.0
29386,Germany,2022-02-12,2296.0
29387,Germany,2022-02-13,2262.0
29388,Germany,2022-02-14,2182.0
29389,Germany,2022-02-15,2044.0
29390,Germany,2022-02-16,1888.0
29391,Germany,2022-02-17,1778.0
29392,Germany,2022-02-18,1692.0
29393,Germany,2022-02-19,1638.0
29394,Germany,2022-02-20,1630.0
29395,Germany,2022-02-21,1615.0
29396,Germany,2022-02-22,1556.0
29397,Germany,2022-02-23,1504.0
29398,Germany,2022-02-24,1457.0
29399,Germany,2022-02-25,1385.0
29400,Germany,2022-02-26,1352.0
29401,Germany,2022-02-27,1333.0
29402,Germany,2022-02-28,1283.0
29403,Germany,2022-03-01,1206.0
29404,Germany,2022-03-02,1131.0
29405,Germany,2022-03-03,1098.0
29406,Germany,2022-03-04,1058.0
29407,Germany,2022-03-05,1040.0
29408,Germany,2022-03-06,1042.0
29409,Germany,2022-03-07,1014.0
29410,Germany,2022-03-08,994.0
29411,Germany,2022-03-09,975.0
29412,Germany,2022-03-10,921.0
29413,Germany,2022-03-11,897.0
29414,Germany,2022-03-12,886.0
29415,Germany,2022-03-13,878.0
29416,Germany,2022-03-14,858.0
29417,Germany,2022-03-15,835.0
29418,Germany,2022-03-16,812.0
29419,Germany,2022-03-17,780.0
29420,Germany,2022-03-18,735.0
29421,Germany,2022-03-19,725.0
29422,Germany,2022-03-20,722.0
29423,Germany,2022-03-21,706.0
29424,Germany,2022-03-22,675.0
29425,Germany,2022-03-23,638.0
29426,Germany,2022-03-24,603.0
29427,Germany,2022-03-25,588.0
29428,Germany,2022-03-26,578.0
29429,Germany,2022-03-27,576.0
29430,Germany,2022-03-28,566.0
29431,Germany,2022-03-29,541.0
38411,Italy,2020-12-27,0.0
38412,Italy,2020-12-28,25.0
38413,Italy,2020-12-29,22.0
38414,Italy,2020-12-30,41.0
38415,Italy,2020-12-31,138.0
38416,Italy,2021-01-01,148.0
38417,Italy,2021-01-02,231.0
38418,Italy,2021-01-03,283.0
38419,Italy,2021-01-04,444.0
38420,Italy,2021-01-05,632.0
38421,Italy,2021-01-06,774.0
38422,Italy,2021-01-07,932.0
38423,Italy,2021-01-08,1135.0
38424,Italy,2021-01-09,1251.0
38425,Italy,2021-01-10,1311.0
38426,Italy,2021-01-11,1340.0
38427,Italy,2021-01-12,1348.0
38428,Italy,2021-01-13,1420.0
38429,Italy,2021-01-14,1424.0
38430,Italy,2021-01-15,1410.0
38431,Italy,2021-01-16,1358.0
38432,Italy,2021-01-17,1303.0
38433,Italy,2021-01-18,1214.0
38434,Italy,2021-01-19,1096.0
38435,Italy,2021-01-20,945.0
38436,Italy,2021-01-21,808.0
38437,Italy,2021-01-22,657.0
38438,Italy,2021-01-23,594.0
38439,Italy,2021-01-24,585.0
38440,Italy,2021-01-25,644.0
38441,Italy,2021-01-26,756.0
38442,Italy,2021-01-27,850.0
38443,Italy,2021-01-28,987.0
38444,Italy,2021-01-29,1156.0
38445,Italy,2021-01-30,1278.0
38446,Italy,2021-01-31,1339.0
38447,Italy,2021-02-01,1379.0
38448,Italy,2021-02-02,1397.0
38449,Italy,2021-02-03,1466.0
38450,Italy,2021-02-04,1501.0
38451,Italy,2021-02-05,1522.0
38452,Italy,2021-02-06,1493.0
38453,Italy,2021-02-07,1451.0
38454,Italy,2021-02-08,1406.0
38455,Italy,2021-02-09,1356.0
38456,Italy,2021-02-10,1292.0
38457,Italy,2021-02-11,1212.0
38458,Italy,2021-02-12,1133.0
38459,Italy,2021-02-13,1072.0
38460,Italy,2021-02-14,1043.0
38461,Italy,2021-02-15,1033.0
38462,Italy,2021-02-16,1043.0
38463,Italy,2021-02-17,1060.0
38464,Italy,2021-02-18,1097.0
38465,Italy,2021-02-19,1142.0
38466,Italy,2021-02-20,1203.0
38467,Italy,2021-02-21,1253.0
38468,Italy,2021-02-22,1355.0
38469,Italy,2021-02-23,1439.0
38470,Italy,2021-02-24,1539.0
38471,Italy,2021-02-25,1629.0
38472,Italy,2021-02-26,1737.0
38473,Italy,2021-02-27,1852.0
38474,Italy,2021-02-28,1917.0
38475,Italy,2021-03-01,1988.0
38476,Italy,2021-03-02,2119.0
38477,Italy,2021-03-03,2273.0
38478,Italy,2021-03-04,2439.0
38479,Italy,2021-03-05,2599.0
38480,Italy,2021-03-06,2721.0
38481,Italy,2021-03-07,2779.0
38482,Italy,2021-03-08,2888.0
38483,Italy,2021-03-09,2968.0
38484,Italy,2021-03-10,3036.0
38485,Italy,2021-03-11,3098.0
38486,Italy,2021-03-12,3113.0
38487,Italy,2021-03-13,3111.0
38488,Italy,2021-03-14,3118.0
38489,Italy,2021-03-15,3102.0
38490,Italy,2021-03-16,2972.0
38491,Italy,2021-03-17,2853.0
38492,Italy,2021-03-18,2708.0
38493,Italy,2021-03-19,2622.0
38494,Italy,2021-03-20,2619.0
38495,Italy,2021-03-21,2677.0
38496,Italy,2021-03-22,2727.0
38497,Italy,2021-03-23,2931.0
38498,Italy,2021-03-24,3149.0
38499,Italy,2021-03-25,3404.0
38500,Italy,2021-03-26,3631.0
38501,Italy,2021-03-27,3785.0
38502,Italy,2021-03-28,3863.0
38503,Italy,2021-03-29,3976.0
38504,Italy,2021-03-30,4080.0
38505,Italy,2021-03-31,4196.0
38506,Italy,2021-04-01,4237.0
38507,Italy,2021-04-02,4263.0
38508,Italy,2021-04-03,4238.0
38509,Italy,2021-04-04,4079.0
38510,Italy,2021-04-05,3906.0
38511,Italy,2021-04-06,3945.0
38512,Italy,2021-04-07,4010.0
38513,Italy,2021-04-08,4132.0
38514,Italy,2021-04-09,4258.0
38515,Italy,2021-04-10,4473.0
38516,Italy,2021-04-11,4724.0
38517,Italy,2021-04-12,4953.0
38518,Italy,2021-04-13,4961.0
38519,Italy,2021-04-14,4931.0
38520,Italy,2021-04-15,4962.0
38521,Italy,2021-04-16,5067.0
38522,Italy,2021-04-17,5160.0
38523,Italy,2021-04-18,5254.0
38524,Italy,2021-04-19,5358.0
38525,Italy,2021-04-20,5463.0
38526,Italy,2021-04-21,5586.0
38527,Italy,2021-04-22,5699.0
38528,Italy,2021-04-23,5758.0
38529,Italy,2021-04-24,5823.0
38530,Italy,2021-04-25,5883.0
38531,Italy,2021-04-26,5963.0
38532,Italy,2021-04-27,6057.0
38533,Italy,2021-04-28,6142.0
38534,Italy,2021-04-29,6452.0
38535,Italy,2021-04-30,6744.0
38536,Italy,2021-05-01,6853.0
38537,Italy,2021-05-02,7096.0
38538,Italy,2021-05-03,7258.0
38539,Italy,2021-05-04,7444.0
38540,Italy,2021-05-05,7626.0
38541,Italy,2021-05-06,7604.0
38542,Italy,2021-05-07,7643.0
38543,Italy,2021-05-08,7833.0
38544,Italy,2021-05-09,7865.0
38545,Italy,2021-05-10,7932.0
38546,Italy,2021-05-11,7944.0
38547,Italy,2021-05-12,7941.0
38548,Italy,2021-05-13,7960.0
38549,Italy,2021-05-14,7983.0
38550,Italy,2021-05-15,8058.0
38551,Italy,2021-05-16,8120.0
38552,Italy,2021-05-17,8181.0
38553,Italy,2021-05-18,8209.0
38554,Italy,2021-05-19,8215.0
38555,Italy,2021-05-20,8273.0
